timestamp,src_ip,dst_ip,dst_port,domain,bytes_in,bytes_out,conn_count,is_malicious
2026-02-14T17:35:00.577363,10.0.0.19,192.168.1.30,80,github.com,5204,1424,8,0
2026-02-14T17:36:00.577363,10.0.0.35,192.168.1.185,3389,amazon.com,4281,1266,9,0
2026-02-14T17:37:00.577363,10.0.0.54,192.168.1.127,80,google.com,6072,2414,8,0
2026-02-14T17:38:00.577363,10.0.0.55,192.168.1.179,443,amazon.com,4602,2246,9,0
2026-02-14T17:39:00.577363,10.0.0.40,192.168.1.179,443,amazon.com,5006,1887,2,0
2026-02-14T17:40:00.577363,10.0.0.16,192.168.1.20,443,amazon.com,4941,1717,19,0
2026-02-14T17:41:00.577363,10.0.0.30,192.168.1.209,80,unknown-c2-malicious.xyz,5427,43958,184,1
2026-02-14T17:42:00.577363,10.0.0.44,192.168.1.109,22,google.com,4856,1831,9,0
2026-02-14T17:43:00.577363,10.0.0.38,192.168.1.221,53,google.com,3519,1511,15,0
2026-02-14T17:44:00.577363,10.0.0.47,192.168.1.213,3389,amazon.com,4306,212,18,0
2026-02-14T17:45:00.577363,10.0.0.46,192.168.1.233,443,amazon.com,5703,68,4,0
2026-02-14T17:46:00.577363,10.0.0.30,192.168.1.80,80,unknown-c2-malicious.xyz,4768,57777,151,1
2026-02-14T17:47:00.577363,10.0.0.46,192.168.1.101,22,microsoft.com,3890,2773,9,0
2026-02-14T17:48:00.577363,10.0.0.11,192.168.1.126,3389,google.com,6192,992,12,0
2026-02-14T17:49:00.577363,10.0.0.43,192.168.1.144,53,amazon.com,4721,1632,7,0
2026-02-14T17:50:00.577363,10.0.0.36,192.168.1.62,3389,google.com,3432,1469,3,0
2026-02-14T17:51:00.577363,10.0.0.20,192.168.1.205,53,github.com,4756,1880,10,0
2026-02-14T17:52:00.577363,10.0.0.56,192.168.1.160,443,github.com,3646,1196,11,0
2026-02-14T17:53:00.577363,10.0.0.11,192.168.1.94,22,amazon.com,6024,2423,6,0
2026-02-14T17:54:00.577363,10.0.0.37,192.168.1.164,3389,microsoft.com,3827,2297,2,0
2026-02-14T17:55:00.577363,10.0.0.35,192.168.1.120,22,unknown-c2-malicious.xyz,5377,45479,91,1
2026-02-14T17:56:00.577363,10.0.0.46,192.168.1.219,22,github.com,5346,2258,12,0
2026-02-14T17:57:00.577363,10.0.0.19,192.168.1.127,22,microsoft.com,3600,2093,10,0
2026-02-14T17:58:00.577363,10.0.0.26,192.168.1.2,3389,amazon.com,5798,1460,19,0
2026-02-14T17:59:00.577363,10.0.0.31,192.168.1.18,22,microsoft.com,3966,1285,12,0
2026-02-14T18:00:00.577363,10.0.0.53,192.168.1.116,53,amazon.com,6170,715,19,0
2026-02-14T18:01:00.577363,10.0.0.23,192.168.1.43,3389,github.com,3423,889,18,0
2026-02-14T18:02:00.577363,10.0.0.42,192.168.1.159,53,google.com,4473,1385,10,0
2026-02-14T18:03:00.577363,10.0.0.22,192.168.1.74,443,microsoft.com,6106,1830,3,0
2026-02-14T18:04:00.577363,10.0.0.23,192.168.1.104,3389,google.com,4928,936,7,0
2026-02-14T18:05:00.577363,10.0.0.40,192.168.1.28,443,amazon.com,3371,1546,13,0
2026-02-14T18:06:00.577363,10.0.0.20,192.168.1.237,443,amazon.com,2940,1431,9,0
2026-02-14T18:07:00.577363,10.0.0.57,192.168.1.40,22,amazon.com,5635,1294,13,0
2026-02-14T18:08:00.577363,10.0.0.11,192.168.1.196,53,github.com,5447,1964,7,0
2026-02-14T18:09:00.577363,10.0.0.50,192.168.1.58,22,google.com,7393,1195,6,0
2026-02-14T18:10:00.577363,10.0.0.45,192.168.1.211,80,amazon.com,4165,2305,17,0
2026-02-14T18:11:00.577363,10.0.0.59,192.168.1.225,80,amazon.com,4701,1718,17,0
2026-02-14T18:12:00.577363,10.0.0.16,192.168.1.205,80,github.com,3871,1563,8,0
2026-02-14T18:13:00.577363,10.0.0.28,192.168.1.182,443,google.com,7438,1726,3,0
2026-02-14T18:14:00.577363,10.0.0.52,192.168.1.135,22,github.com,4441,1550,6,0
2026-02-14T18:15:00.577363,10.0.0.46,192.168.1.250,443,microsoft.com,5687,1480,19,0
2026-02-14T18:16:00.577363,10.0.0.29,192.168.1.140,3389,amazon.com,5231,1205,7,0
2026-02-14T18:17:00.577363,10.0.0.30,192.168.1.18,443,microsoft.com,6918,1027,12,0
2026-02-14T18:18:00.577363,10.0.0.31,192.168.1.83,53,microsoft.com,3543,1604,13,0
2026-02-14T18:19:00.577363,10.0.0.17,192.168.1.2,22,amazon.com,5992,1260,18,0
2026-02-14T18:20:00.577363,10.0.0.31,192.168.1.2,3389,microsoft.com,4654,2483,10,0
2026-02-14T18:21:00.577363,10.0.0.59,192.168.1.89,443,google.com,5042,1600,3,0
2026-02-14T18:22:00.577363,10.0.0.14,192.168.1.133,53,google.com,5129,669,17,0
2026-02-14T18:23:00.577363,10.0.0.25,192.168.1.174,22,microsoft.com,5281,2098,14,0
2026-02-14T18:24:00.577363,10.0.0.43,192.168.1.98,22,github.com,6334,1233,14,0
2026-02-14T18:25:00.577363,10.0.0.20,192.168.1.123,3389,github.com,3438,1157,10,0
2026-02-14T18:26:00.577363,10.0.0.24,192.168.1.153,80,github.com,6417,2131,5,0
2026-02-14T18:27:00.577363,10.0.0.16,192.168.1.211,3389,google.com,6518,962,9,0
2026-02-14T18:28:00.577363,10.0.0.40,192.168.1.179,3389,microsoft.com,6633,1148,9,0
2026-02-14T18:29:00.577363,10.0.0.17,192.168.1.252,443,microsoft.com,6115,1574,10,0
2026-02-14T18:30:00.577363,10.0.0.56,192.168.1.30,22,amazon.com,5052,2164,18,0
2026-02-14T18:31:00.577363,10.0.0.11,192.168.1.9,443,microsoft.com,5434,1074,15,0
2026-02-14T18:32:00.577363,10.0.0.27,192.168.1.195,443,microsoft.com,3491,2104,14,0
2026-02-14T18:33:00.577363,10.0.0.31,192.168.1.204,443,amazon.com,5652,1083,4,0
2026-02-14T18:34:00.577363,10.0.0.40,192.168.1.102,443,unknown-c2-malicious.xyz,6099,57593,92,1
2026-02-14T18:35:00.577363,10.0.0.30,192.168.1.118,3389,microsoft.com,7690,2218,6,0
2026-02-14T18:36:00.577363,10.0.0.20,192.168.1.185,443,github.com,4927,995,5,0
2026-02-14T18:37:00.577363,10.0.0.48,192.168.1.176,443,microsoft.com,6132,1355,5,0
2026-02-14T18:38:00.577363,10.0.0.10,192.168.1.35,53,github.com,4548,2441,2,0
2026-02-14T18:39:00.577363,10.0.0.35,192.168.1.252,80,microsoft.com,5208,1608,4,0
2026-02-14T18:40:00.577363,10.0.0.41,192.168.1.108,22,github.com,6170,1410,4,0
2026-02-14T18:41:00.577363,10.0.0.15,192.168.1.202,3389,amazon.com,6363,1486,1,0
2026-02-14T18:42:00.577363,10.0.0.37,192.168.1.80,443,microsoft.com,4721,1695,9,0
2026-02-14T18:43:00.577363,10.0.0.26,192.168.1.120,443,microsoft.com,5809,2450,16,0
2026-02-14T18:44:00.577363,10.0.0.44,192.168.1.236,3389,github.com,5797,1467,19,0
2026-02-14T18:45:00.577363,10.0.0.56,192.168.1.43,22,amazon.com,4292,2183,9,0
2026-02-14T18:46:00.577363,10.0.0.38,192.168.1.134,443,amazon.com,6137,1033,19,0
2026-02-14T18:47:00.577363,10.0.0.45,192.168.1.31,443,amazon.com,5043,1086,19,0
2026-02-14T18:48:00.577363,10.0.0.25,192.168.1.150,22,github.com,3173,2153,19,0
2026-02-14T18:49:00.577363,10.0.0.12,192.168.1.171,3389,google.com,4378,1677,11,0
2026-02-14T18:50:00.577363,10.0.0.28,192.168.1.218,3389,github.com,3969,1484,10,0
2026-02-14T18:51:00.577363,10.0.0.41,192.168.1.130,443,github.com,3643,2295,3,0
2026-02-14T18:52:00.577363,10.0.0.21,192.168.1.207,443,google.com,5825,1818,2,0
2026-02-14T18:53:00.577363,10.0.0.25,192.168.1.254,22,microsoft.com,2804,2359,16,0
2026-02-14T18:54:00.577363,10.0.0.46,192.168.1.169,443,microsoft.com,4609,1403,1,0
2026-02-14T18:55:00.577363,10.0.0.26,192.168.1.183,3389,amazon.com,5516,1576,16,0
2026-02-14T18:56:00.577363,10.0.0.57,192.168.1.177,53,amazon.com,3830,1915,18,0
2026-02-14T18:57:00.577363,10.0.0.43,192.168.1.50,53,github.com,4483,1324,6,0
2026-02-14T18:58:00.577363,10.0.0.29,192.168.1.110,3389,microsoft.com,5864,2230,3,0
2026-02-14T18:59:00.577363,10.0.0.52,192.168.1.80,443,google.com,5716,1599,8,0
2026-02-14T19:00:00.577363,10.0.0.40,192.168.1.30,80,google.com,4437,1180,16,0
2026-02-14T19:01:00.577363,10.0.0.23,192.168.1.5,3389,google.com,4475,1791,12,0
2026-02-14T19:02:00.577363,10.0.0.54,192.168.1.213,53,microsoft.com,5211,1349,19,0
2026-02-14T19:03:00.577363,10.0.0.46,192.168.1.55,80,microsoft.com,4130,253,15,0
2026-02-14T19:04:00.577363,10.0.0.33,192.168.1.95,22,amazon.com,5919,1676,16,0
2026-02-14T19:05:00.577363,10.0.0.42,192.168.1.156,80,github.com,6778,975,7,0
2026-02-14T19:06:00.577363,10.0.0.25,192.168.1.187,443,github.com,2906,1295,15,0
2026-02-14T19:07:00.577363,10.0.0.20,192.168.1.187,53,github.com,5321,1930,7,0
2026-02-14T19:08:00.577363,10.0.0.36,192.168.1.78,443,unknown-c2-malicious.xyz,5182,58527,111,1
2026-02-14T19:09:00.577363,10.0.0.42,192.168.1.70,443,microsoft.com,4237,718,6,0
2026-02-14T19:10:00.577363,10.0.0.33,192.168.1.226,3389,amazon.com,4490,846,20,0
2026-02-14T19:11:00.577363,10.0.0.43,192.168.1.67,3389,unknown-c2-malicious.xyz,5960,27739,130,1
2026-02-14T19:12:00.577363,10.0.0.43,192.168.1.1,22,unknown-c2-malicious.xyz,3371,52427,200,1
2026-02-14T19:13:00.577363,10.0.0.59,192.168.1.219,80,amazon.com,5947,682,17,0
2026-02-14T19:14:00.577363,10.0.0.50,192.168.1.57,3389,google.com,4834,2251,5,0
2026-02-14T19:15:00.577363,10.0.0.57,192.168.1.39,22,amazon.com,4579,1865,11,0
2026-02-14T19:16:00.577363,10.0.0.50,192.168.1.2,80,microsoft.com,4291,1590,14,0
2026-02-14T19:17:00.577363,10.0.0.52,192.168.1.209,3389,google.com,4003,1582,7,0
2026-02-14T19:18:00.577363,10.0.0.57,192.168.1.168,3389,google.com,4864,1831,14,0
2026-02-14T19:19:00.577363,10.0.0.21,192.168.1.92,3389,microsoft.com,5394,1008,14,0
2026-02-14T19:20:00.577363,10.0.0.41,192.168.1.178,3389,google.com,2832,1226,6,0
2026-02-14T19:21:00.577363,10.0.0.37,192.168.1.184,3389,google.com,3342,631,1,0
2026-02-14T19:22:00.577363,10.0.0.10,192.168.1.24,3389,microsoft.com,4867,949,13,0
2026-02-14T19:23:00.577363,10.0.0.58,192.168.1.39,53,microsoft.com,2068,1305,5,0
2026-02-14T19:24:00.577363,10.0.0.42,192.168.1.123,443,unknown-c2-malicious.xyz,4689,51816,201,1
2026-02-14T19:25:00.577363,10.0.0.22,192.168.1.101,3389,microsoft.com,5267,2693,7,0
2026-02-14T19:26:00.577363,10.0.0.54,192.168.1.213,80,amazon.com,4385,1047,18,0
2026-02-14T19:27:00.577363,10.0.0.48,192.168.1.7,443,github.com,4499,1125,20,0
2026-02-14T19:28:00.577363,10.0.0.37,192.168.1.75,22,github.com,4906,1783,13,0
2026-02-14T19:29:00.577363,10.0.0.44,192.168.1.30,3389,microsoft.com,3384,1799,7,0
2026-02-14T19:30:00.577363,10.0.0.57,192.168.1.205,22,microsoft.com,2774,1744,15,0
2026-02-14T19:31:00.577363,10.0.0.23,192.168.1.198,443,github.com,5882,1025,1,0
2026-02-14T19:32:00.577363,10.0.0.24,192.168.1.87,443,amazon.com,5573,1032,10,0
2026-02-14T19:33:00.577363,10.0.0.39,192.168.1.133,443,amazon.com,5452,1278,12,0
2026-02-14T19:34:00.577363,10.0.0.16,192.168.1.149,443,microsoft.com,5071,1918,19,0
2026-02-14T19:35:00.577363,10.0.0.40,192.168.1.188,53,google.com,4705,1949,3,0
2026-02-14T19:36:00.577363,10.0.0.10,192.168.1.197,53,unknown-c2-malicious.xyz,5528,45058,98,1
2026-02-14T19:37:00.577363,10.0.0.49,192.168.1.225,3389,github.com,6650,1611,14,0
2026-02-14T19:38:00.577363,10.0.0.12,192.168.1.163,80,github.com,4008,962,4,0
2026-02-14T19:39:00.577363,10.0.0.49,192.168.1.237,80,github.com,3817,1554,4,0
2026-02-14T19:40:00.577363,10.0.0.36,192.168.1.16,22,amazon.com,5017,1363,5,0
2026-02-14T19:41:00.577363,10.0.0.56,192.168.1.200,53,microsoft.com,3967,2056,13,0
2026-02-14T19:42:00.577363,10.0.0.19,192.168.1.100,22,github.com,3836,1882,3,0
2026-02-14T19:43:00.577363,10.0.0.25,192.168.1.193,22,amazon.com,5901,1575,7,0
2026-02-14T19:44:00.577363,10.0.0.39,192.168.1.120,22,amazon.com,4371,970,6,0
2026-02-14T19:45:00.577363,10.0.0.46,192.168.1.68,22,unknown-c2-malicious.xyz,5109,40244,103,1
2026-02-14T19:46:00.577363,10.0.0.41,192.168.1.136,443,github.com,4874,1180,18,0
2026-02-14T19:47:00.577363,10.0.0.38,192.168.1.141,22,google.com,4240,1168,20,0
2026-02-14T19:48:00.577363,10.0.0.58,192.168.1.132,3389,google.com,7368,2167,18,0
2026-02-14T19:49:00.577363,10.0.0.49,192.168.1.14,22,github.com,5247,1719,3,0
2026-02-14T19:50:00.577363,10.0.0.28,192.168.1.215,443,unknown-c2-malicious.xyz,4708,46833,98,1
2026-02-14T19:51:00.577363,10.0.0.22,192.168.1.8,3389,github.com,5113,1826,8,0
2026-02-14T19:52:00.577363,10.0.0.39,192.168.1.100,22,microsoft.com,4393,2021,11,0
2026-02-14T19:53:00.577363,10.0.0.41,192.168.1.54,443,microsoft.com,4232,2268,16,0
2026-02-14T19:54:00.577363,10.0.0.25,192.168.1.35,22,amazon.com,5312,836,8,0
2026-02-14T19:55:00.577363,10.0.0.13,192.168.1.62,443,microsoft.com,6165,507,7,0
2026-02-14T19:56:00.577363,10.0.0.28,192.168.1.191,80,amazon.com,5395,2176,16,0
2026-02-14T19:57:00.577363,10.0.0.11,192.168.1.77,22,amazon.com,2912,1416,3,0
2026-02-14T19:58:00.577363,10.0.0.39,192.168.1.97,3389,github.com,5125,677,2,0
2026-02-14T19:59:00.577363,10.0.0.32,192.168.1.235,80,microsoft.com,4455,1526,19,0
2026-02-14T20:00:00.577363,10.0.0.26,192.168.1.103,3389,microsoft.com,5177,1692,1,0
2026-02-14T20:01:00.577363,10.0.0.39,192.168.1.165,3389,microsoft.com,6610,2146,14,0
2026-02-14T20:02:00.577363,10.0.0.40,192.168.1.149,3389,google.com,4660,1412,3,0
2026-02-14T20:03:00.577363,10.0.0.16,192.168.1.9,53,amazon.com,4969,2128,12,0
2026-02-14T20:04:00.577363,10.0.0.19,192.168.1.22,22,microsoft.com,3589,1142,4,0
2026-02-14T20:05:00.577363,10.0.0.44,192.168.1.128,53,github.com,3674,1301,5,0
2026-02-14T20:06:00.577363,10.0.0.28,192.168.1.160,3389,microsoft.com,6786,1245,1,0
2026-02-14T20:07:00.577363,10.0.0.32,192.168.1.18,80,microsoft.com,5789,2023,2,0
2026-02-14T20:08:00.577363,10.0.0.54,192.168.1.173,3389,amazon.com,5103,1278,11,0
2026-02-14T20:09:00.577363,10.0.0.43,192.168.1.5,3389,microsoft.com,4765,1779,7,0
2026-02-14T20:10:00.577363,10.0.0.24,192.168.1.181,53,amazon.com,4532,989,16,0
2026-02-14T20:11:00.577363,10.0.0.39,192.168.1.87,80,google.com,4370,2509,13,0
2026-02-14T20:12:00.577363,10.0.0.42,192.168.1.167,3389,microsoft.com,6013,1370,2,0
2026-02-14T20:13:00.577363,10.0.0.47,192.168.1.135,80,amazon.com,4977,1741,9,0
2026-02-14T20:14:00.577363,10.0.0.37,192.168.1.27,443,amazon.com,4267,1466,15,0
2026-02-14T20:15:00.577363,10.0.0.48,192.168.1.147,3389,amazon.com,5403,1813,1,0
2026-02-14T20:16:00.577363,10.0.0.38,192.168.1.162,80,github.com,7744,2099,6,0
2026-02-14T20:17:00.577363,10.0.0.17,192.168.1.38,80,unknown-c2-malicious.xyz,4281,55725,145,1
2026-02-14T20:18:00.577363,10.0.0.40,192.168.1.19,53,github.com,6065,1927,1,0
2026-02-14T20:19:00.577363,10.0.0.43,192.168.1.10,80,amazon.com,4637,880,18,0
2026-02-14T20:20:00.577363,10.0.0.20,192.168.1.47,3389,amazon.com,3164,1345,13,0
2026-02-14T20:21:00.577363,10.0.0.48,192.168.1.105,443,microsoft.com,4104,2461,1,0
2026-02-14T20:22:00.577363,10.0.0.48,192.168.1.220,53,github.com,3440,996,17,0
2026-02-14T20:23:00.577363,10.0.0.34,192.168.1.107,53,github.com,6575,1475,20,0
2026-02-14T20:24:00.577363,10.0.0.26,192.168.1.225,80,github.com,3859,789,5,0
2026-02-14T20:25:00.577363,10.0.0.21,192.168.1.209,22,google.com,5234,1849,17,0
2026-02-14T20:26:00.577363,10.0.0.12,192.168.1.126,22,microsoft.com,5360,1990,6,0
2026-02-14T20:27:00.577363,10.0.0.38,192.168.1.92,22,microsoft.com,5165,1265,8,0
2026-02-14T20:28:00.577363,10.0.0.52,192.168.1.65,3389,microsoft.com,4358,841,16,0
2026-02-14T20:29:00.577363,10.0.0.40,192.168.1.227,80,microsoft.com,5869,1780,1,0
2026-02-14T20:30:00.577363,10.0.0.55,192.168.1.88,22,github.com,4843,2818,7,0
2026-02-14T20:31:00.577363,10.0.0.32,192.168.1.120,80,github.com,5913,867,7,0
2026-02-14T20:32:00.577363,10.0.0.37,192.168.1.197,443,github.com,5680,1771,16,0
2026-02-14T20:33:00.577363,10.0.0.33,192.168.1.34,22,microsoft.com,3935,1208,12,0
2026-02-14T20:34:00.577363,10.0.0.35,192.168.1.241,3389,google.com,3519,1124,3,0
2026-02-14T20:35:00.577363,10.0.0.32,192.168.1.74,53,microsoft.com,5637,1453,18,0
2026-02-14T20:36:00.577363,10.0.0.21,192.168.1.65,22,microsoft.com,5219,1891,1,0
2026-02-14T20:37:00.577363,10.0.0.55,192.168.1.18,80,microsoft.com,2685,1825,6,0
2026-02-14T20:38:00.577363,10.0.0.22,192.168.1.201,443,microsoft.com,5885,2140,20,0
2026-02-14T20:39:00.577363,10.0.0.48,192.168.1.180,443,amazon.com,4595,1699,6,0
2026-02-14T20:40:00.577363,10.0.0.18,192.168.1.57,3389,github.com,5315,2611,3,0
2026-02-14T20:41:00.577363,10.0.0.45,192.168.1.92,80,amazon.com,4642,1566,15,0
2026-02-14T20:42:00.577363,10.0.0.29,192.168.1.145,443,github.com,4887,880,16,0
2026-02-14T20:43:00.577363,10.0.0.51,192.168.1.16,443,google.com,3677,777,11,0
2026-02-14T20:44:00.577363,10.0.0.46,192.168.1.11,53,microsoft.com,4918,1327,3,0
2026-02-14T20:45:00.577363,10.0.0.41,192.168.1.105,443,google.com,6225,1687,17,0
2026-02-14T20:46:00.577363,10.0.0.46,192.168.1.133,80,microsoft.com,4752,1971,14,0
2026-02-14T20:47:00.577363,10.0.0.58,192.168.1.206,3389,amazon.com,5364,1128,3,0
2026-02-14T20:48:00.577363,10.0.0.10,192.168.1.87,22,microsoft.com,5539,1728,3,0
2026-02-14T20:49:00.577363,10.0.0.58,192.168.1.56,22,microsoft.com,5424,2191,6,0
2026-02-14T20:50:00.577363,10.0.0.53,192.168.1.12,3389,microsoft.com,4524,1034,7,0
2026-02-14T20:51:00.577363,10.0.0.35,192.168.1.251,443,github.com,4207,782,17,0
2026-02-14T20:52:00.577363,10.0.0.18,192.168.1.11,3389,github.com,4822,1604,3,0
2026-02-14T20:53:00.577363,10.0.0.40,192.168.1.60,80,amazon.com,4973,1612,3,0
2026-02-14T20:54:00.577363,10.0.0.34,192.168.1.164,53,google.com,4850,687,15,0
2026-02-14T20:55:00.577363,10.0.0.38,192.168.1.132,80,unknown-c2-malicious.xyz,5086,61493,73,1
2026-02-14T20:56:00.577363,10.0.0.18,192.168.1.127,80,amazon.com,4948,660,17,0
2026-02-14T20:57:00.577363,10.0.0.40,192.168.1.165,3389,microsoft.com,4404,674,2,0
2026-02-14T20:58:00.577363,10.0.0.15,192.168.1.34,80,amazon.com,4204,1841,6,0
2026-02-14T20:59:00.577363,10.0.0.37,192.168.1.238,443,microsoft.com,5122,1112,16,0
2026-02-14T21:00:00.577363,10.0.0.15,192.168.1.71,443,amazon.com,4261,1702,3,0
2026-02-14T21:01:00.577363,10.0.0.11,192.168.1.129,80,amazon.com,4152,1419,12,0
2026-02-14T21:02:00.577363,10.0.0.37,192.168.1.68,22,amazon.com,4619,778,10,0
2026-02-14T21:03:00.577363,10.0.0.21,192.168.1.208,80,unknown-c2-malicious.xyz,4356,40318,204,1
2026-02-14T21:04:00.577363,10.0.0.39,192.168.1.68,443,amazon.com,6463,1522,19,0
2026-02-14T21:05:00.577363,10.0.0.54,192.168.1.103,3389,google.com,4784,1029,18,0
2026-02-14T21:06:00.577363,10.0.0.38,192.168.1.97,53,github.com,5934,1160,2,0
2026-02-14T21:07:00.577363,10.0.0.50,192.168.1.248,53,github.com,3654,1254,6,0
2026-02-14T21:08:00.577363,10.0.0.51,192.168.1.35,3389,google.com,6452,1257,4,0
2026-02-14T21:09:00.577363,10.0.0.13,192.168.1.69,3389,microsoft.com,4229,1342,18,0
2026-02-14T21:10:00.577363,10.0.0.13,192.168.1.226,80,github.com,6346,1519,15,0
2026-02-14T21:11:00.577363,10.0.0.30,192.168.1.154,80,microsoft.com,5344,1574,4,0
2026-02-14T21:12:00.577363,10.0.0.31,192.168.1.156,80,microsoft.com,5012,2031,8,0
2026-02-14T21:13:00.577363,10.0.0.38,192.168.1.206,3389,google.com,3861,1713,2,0
2026-02-14T21:14:00.577363,10.0.0.37,192.168.1.181,3389,microsoft.com,3623,1908,10,0
2026-02-14T21:15:00.577363,10.0.0.50,192.168.1.230,22,microsoft.com,5200,1427,19,0
2026-02-14T21:16:00.577363,10.0.0.53,192.168.1.203,3389,google.com,5399,1086,5,0
2026-02-14T21:17:00.577363,10.0.0.59,192.168.1.240,443,amazon.com,4407,1492,17,0
2026-02-14T21:18:00.577363,10.0.0.15,192.168.1.57,443,amazon.com,5503,2316,3,0
2026-02-14T21:19:00.577363,10.0.0.26,192.168.1.187,53,github.com,6273,1059,2,0
2026-02-14T21:20:00.577363,10.0.0.21,192.168.1.15,3389,github.com,4053,1753,13,0
2026-02-14T21:21:00.577363,10.0.0.56,192.168.1.138,80,github.com,4480,2030,8,0
2026-02-14T21:22:00.577363,10.0.0.10,192.168.1.165,22,microsoft.com,4300,1805,11,0
2026-02-14T21:23:00.577363,10.0.0.10,192.168.1.112,80,github.com,6323,1244,16,0
2026-02-14T21:24:00.577363,10.0.0.51,192.168.1.178,3389,google.com,3905,1171,5,0
2026-02-14T21:25:00.577363,10.0.0.23,192.168.1.18,443,microsoft.com,4682,1121,1,0
2026-02-14T21:26:00.577363,10.0.0.21,192.168.1.39,80,github.com,5221,600,12,0
2026-02-14T21:27:00.577363,10.0.0.31,192.168.1.25,53,google.com,4286,1903,3,0
2026-02-14T21:28:00.577363,10.0.0.48,192.168.1.183,53,github.com,5143,1412,18,0
2026-02-14T21:29:00.577363,10.0.0.51,192.168.1.79,80,github.com,4818,1579,11,0
2026-02-14T21:30:00.577363,10.0.0.46,192.168.1.247,22,google.com,4728,1796,11,0
2026-02-14T21:31:00.577363,10.0.0.37,192.168.1.201,22,github.com,5541,719,19,0
2026-02-14T21:32:00.577363,10.0.0.42,192.168.1.110,53,google.com,4870,1569,1,0
2026-02-14T21:33:00.577363,10.0.0.11,192.168.1.145,53,google.com,5787,1702,20,0
2026-02-14T21:34:00.577363,10.0.0.27,192.168.1.89,53,microsoft.com,5808,1468,2,0
2026-02-14T21:35:00.577363,10.0.0.56,192.168.1.42,53,microsoft.com,5348,817,18,0
2026-02-14T21:36:00.577363,10.0.0.47,192.168.1.214,80,google.com,5768,1932,12,0
2026-02-14T21:37:00.577363,10.0.0.11,192.168.1.207,22,github.com,4790,1150,11,0
2026-02-14T21:38:00.577363,10.0.0.54,192.168.1.93,53,amazon.com,5857,634,4,0
